Time,Voltage
1013.1166484355927,96.83
1014.1465923786163,96.89
1015.1976749897003,96.94999999999999
1016.2385129928589,97.01
1017.2751486301422,97.08
1018.3013646602631,97.14
1019.3280992507935,97.19999999999999
1020.3746452331543,97.26
1021.411098241806,97.33
1022.4485189914703,97.39
1023.4926166534424,97.44999999999999
1024.537498474121,97.51
1025.5556182861328,97.58
1026.5965795516968,97.64
1027.6426327228546,97.69999999999999
1028.674860239029,97.76
1029.7054421901703,97.82000000000001
1030.7458713054657,97.89
1031.789335489273,97.94999999999999
1032.8277735710144,98.01
1033.8607783317566,98.07000000000001
1034.896488904953,98.13
1035.9295783042908,98.19999999999999
1036.9705033302307,98.26
1037.9972689151764,98.32000000000001
1039.0471875667572,98.38
1040.0918805599213,98.44
1041.1176373958588,98.5
1042.1607873439789,98.57000000000001
1043.1979417800903,98.63
1044.2420032024384,98.69
1045.2863795757294,98.75
1046.320336341858,98.80999999999999
1047.3444483280182,98.87
1048.3760511875153,98.93
1049.4279980659485,98.99
1050.4668684005737,99.06
1051.511699438095,99.12
1052.5597813129425,99.18
1053.5963385105133,99.24
1054.624713420868,99.3
1055.6675317287445,99.36
1056.698308467865,99.41999999999999
1057.7362215518951,99.48
1058.777673959732,99.54
1059.819241285324,99.6
1060.8534059524536,99.66
1061.8857622146606,99.73
1062.9283282756805,99.79
1063.9716684818268,99.85
1065.0027387142181,99.91
1066.0371012687683,99.98
1067.0760579109192,100.04
